channelid,subscriber_lifetime,views_lifetime,life_uploads,catid,category,View_range,upload_range,last_30_eng,last_30_views
UCSUVuoBiPCABKlxyT9k9kEw,12735,522127,89,27,Education,low,low,1,2492
UC5St62Z2jSb8VI2udCKHH6w,12738,2068364,153,24,Entertainment,medium,low,1,9708
UC-IBfe66dvg63T2VrUazx_w,12739,3118667,311,22,People & Blogs,medium,low,6,886
UCYxMATvBqKQx7utYcYK3waA,12739,610413,64,20,Gaming,low,low,4,11665
UCq-Ka99pJGNJY__6jaRCzxw,12748,2604611,362,22,People & Blogs,medium,low,21,428
UCf-O96kM9viKUYymM43C7OA,12749,794073,138,28,Science & Technology,low,low,12,1292
UClyUZ73i2N88OmLKNqQv5xw,12756,5027085,312,10,Music,medium,low,1,1126
UCHjqUvbHAyKdS1UZwhTPoHg,12764,2072792,142,22,People & Blogs,medium,low,4,425
UCDOAygE2Smt9jWB7xpQo6iQ,12774,1145492,141,27,Education,medium,low,1,1226
UC2RyqlP3uG_oV88LPazkGvQ,12774,2160059,88,26,Howto & Style,medium,low,2,840
UCaQTgyTQ6VuxLF6IK2x3Q4w,12780,1275681,140,22,People & Blogs,medium,low,3,539
UCJrXKwUkSbv_lHXwFur6YNg,12782,5314574,367,24,Entertainment,medium,low,9,244
UCsvt_ky9G1eblo3HVQ_D-lA,12792,4647437,315,10,Music,medium,low,1,1086
UChr2svNi1uYClpv_wOg8eow,12796,1747517,102,26,Howto & Style,medium,low,14,346
UCZPyK0xm-GwSVPn2abI0AfQ,12805,658621,223,27,Education,low,low,3,1147
UC9MF0MUQAHYVEp9i97Toq3A,12805,358289,28,24,Entertainment,low,low,16,22399
UC3n5IakxrxKnSgUiXDAhS5w,12808,1330721,40,24,Entertainment,medium,low,3,975
UCGJrP7U_-h2wvf_UR7SBwjA,12825,2880048,12,10,Music,medium,low,1,561
UC0pqusUa9zR8D5IwdnPf5Ew,12830,14377642,334,10,Music,high,low,31,237
UCmaPnBJeQSLJw-eJWfq9Y1Q,12841,695030,54,1,Film & Animation,low,low,1,3302
UC3vsxqI5kR-IHGo3ImGH35Q,12842,592277,57,25,News & Politics,low,low,4,416
UCrLt6uTqFTtLdobmsAQXdiQ,12844,1791482,284,10,Music,medium,low,44,2124
UCS9_vnqXw_me937OQ30QxQg,12865,787246,141,27,Education,low,low,5,3558
UC7QhK6RVJWM-yqeC2GMjlYA,12867,1886351,590,22,People & Blogs,medium,low,61,2412
UCD5vRLDtoHe0brQcTb4M_ZA,12877,1225700,43,10,Music,medium,low,1,292
UCjUbU5xWgBnHyB6Ye345jpw,12885,1672093,101,19,Travel & Events,medium,low,8,2650
UCQryM6m6dnf1oeZZUKglCTA,12895,2015347,91,24,Entertainment,medium,low,5,989
UCPVq_IWphy97KtvPCx90lIA,12901,984567,43,22,People & Blogs,low,low,1,419
UCYW_GEaH0fL2DQMjtBi5bew,12903,2076615,5,10,Music,medium,low,1,4750
UC8dWl2BTNOYLqiuViUKef7w,12907,5997753,90,24,Entertainment,medium,low,1,1227
UC09DBqfduZbr3L2Q-1IkImg,12908,378591,74,27,Education,low,low,1,10733
UC57PSg7TPOjuDle96E-6oPw,12917,1947791,83,24,Entertainment,medium,low,1,6613
UCe-7qRCKUIIkDJ-YZjAZiaQ,12922,4213094,445,25,News & Politics,medium,low,2,425
UCMfwoeEOmjLKQan4qfg9TKg,12923,1111024,219,22,People & Blogs,medium,low,1,5720
UCBhR3o-kWyiveat2Fjp6dVg,12929,698467,91,27,Education,low,low,1,1591
UCQsob4fGjHWhYHW0OLb6rew,12933,2418770,957,25,News & Politics,medium,low,14,1171
UCKXTn5BLDP0WVIu4bgDmWlg,12940,2618962,1403,25,News & Politics,medium,medium,44,200
UCncL_KAKZU86ToIco7y3uYw,12960,1047480,159,22,People & Blogs,medium,low,13,3285
UCTqOH8C8mwx8XsgqBnnVfWA,12962,2898896,202,24,Entertainment,medium,low,1,596
UChEKE3aNRrMSibD8JKMnuNA,12973,536627,44,28,Science & Technology,low,low,5,929
UCCYoOg0GSAT6MVfn4s23FQw,12978,1991835,259,26,Howto & Style,medium,low,16,1001
UCR-far5XYIfWLVvWT-_s1yQ,12979,665292,178,27,Education,low,low,10,1201
UCRqMWIoFsCJYjRPIl_EiRIQ,12989,1112353,125,22,People & Blogs,medium,low,3,-12953
UC550YP6MqXVvYhuDU-W_qFg,12990,1419239,488,22,People & Blogs,medium,low,11,524
UC2XFKF_P8tqOUR45WbF1Lsw,13008,877888,125,20,Gaming,low,low,1,895
UCZLyWIYi22Vt9b0wiKtnDVA,13009,193309,89,20,Gaming,low,low,3,-33
UCc3mHQESyjimpQ9ONfFpawA,13010,1438477,650,20,Gaming,medium,low,58,1504
UCN9ch7h6WnTuOTa1m9l_P0A,13010,3221447,21,1,Film & Animation,medium,low,4,1535
UC2W9RowshwoGpyS3CcWdgBw,13011,822241,175,27,Education,low,low,1,886
UCB2oZ-QxFYgQlYdTqFOafpw,13011,737790,176,27,Education,low,low,2,6719
UC2Bwv5iG_5QN0y53R2VZRpw,13029,4295428,531,10,Music,medium,low,29,3159
UCBqIQt6mWkWZWmpzYEq8sfA,13036,1729987,393,10,Music,medium,low,6,1086
UC1sGXuKLXb1NqMuxncRWvVg,13036,964102,111,22,People & Blogs,low,low,2,1892
UCw26R4phTfm5R_FCFMMWhBg,13042,2003442,202,22,People & Blogs,medium,low,9,2383
UCjDzXc86BvIMNkndTCDyHYw,13045,2234331,125,27,Education,medium,low,3,2117
UCmYbdIyPdnLViAD-ph5UCgQ,13049,3345417,138,26,Howto & Style,medium,low,2,208
UCb_XvjSD8v64VnO4eKWsYPA,13050,2035636,10032,25,News & Politics,medium,high,176,695
UCcK8vBgNFhkHhc0WwepP-SA,13055,744930,149,20,Gaming,low,low,2,2578
UCEQbbF54O-50M7x3q5wfYhg,13066,1805666,5425,28,Science & Technology,medium,medium,129,1912
UC9yXpi0IytcFvwQ-khoEHug,13068,1720144,41,2,Autos & Vehicles,medium,low,1,901
UCQyNspuJdGKgkBLM9V-Qqug,13072,488225,80,27,Education,low,low,1,3384
UCiNWv52iO_OAdZ12kslG4Cg,13079,852382,106,27,Education,low,low,3,1547
UCavFfLYORIoYDN4R70waNOQ,13080,3520307,75,10,Music,medium,low,4,-12994
UClb6xalnE6PVZQRY1sceeQg,13081,862868,78,28,Science & Technology,low,low,1,425
UC6CBYr1bcpJVxXZqkv27kaw,13081,1049875,376,27,Education,medium,low,15,2288
UC4nH7zmw41lRDbaiIddumjw,13091,668962,34,10,Music,low,low,5,140206
UC20PSMgNLI2ocz_HKxVoC-w,13096,3245741,137,25,News & Politics,medium,low,3,3086
UC0R-Mq69oMh07-RB12i6m_w,13099,4025528,387,22,People & Blogs,medium,low,11,1937
UCkHpThVPK1W5Sc47opHs0Hw,13102,1670905,1021,27,Education,medium,medium,13,582
UC66OnSOu-YJD-ShT8e1EJ-g,13103,820510,22,23,Comedy,low,low,2,531
UCaYH2HxjCI6bYzTzLK-bRjg,13103,983843,19,10,Music,low,low,1,6701
UCTphmK8KLoI4mLJSwNG4FCQ,13113,787941,90,27,Education,low,low,2,1382
UCi-DEVjMsh6Px7H38RZ3_mA,13118,1341260,39,22,People & Blogs,medium,low,2,1055
UC_145foX8WBoPlJhX0TpdHw,13124,1094815,128,28,Science & Technology,medium,low,2,2110
UCGoQyx21av-GVPOybYqvr8g,13129,1140234,56,22,People & Blogs,medium,low,2,36
UCxxcl7-Yuo2L5NHpWgtwcjg,13131,985643,63,24,Entertainment,low,low,1,1087
UCLMhfp_NfT8foF_GqiGwubw,13133,3829501,90,27,Education,medium,low,6,98
UCfaO_xawNWw0zigaHlAousw,13134,5602238,812,24,Entertainment,medium,low,3,247
UCwve6PdikIhYTShmMxhNDOA,13137,3702175,31,1,Film & Animation,medium,low,3,1742
UCoJ8SCrz4xCEE6fCsfzk-Kw,13142,409281,60,22,People & Blogs,low,low,13,2065
UCDNZO-1drLCpv4BN19iIEzw,13147,2262307,132,22,People & Blogs,medium,low,1,479
UC8PlXBVka1oE7juUwjfo6PA,13166,2679116,216,1,Film & Animation,medium,low,1,1593
UCOyq8gU6OQD-jYTbxIJRjgQ,13170,491151,119,28,Science & Technology,low,low,1,11221
UC0YjRT_M3l4iLDcGIVhBvBw,13172,1186307,61,10,Music,medium,low,3,300
UCZgSOGI1qJdC9luydVHd8cg,13188,1036227,235,10,Music,medium,low,1,2135
UCqg0sn_k1NXDmUg92f4ALzQ,13196,2529524,127,28,Science & Technology,medium,low,22,577
UCBRtw29Jw1T5VjzvNhQkzWQ,13206,3510493,206,28,Science & Technology,medium,low,10,875
UCO1WsGEPxssbUqdZks5ZdNw,13208,1232500,495,25,News & Politics,medium,low,1,1504
UCdvIWqxohpqq8SeLhHeG87g,13215,998097,26,25,News & Politics,low,low,1,3725
UCII5vG30ij3fkmm7n1Jv5nw,13219,1973765,71,2,Autos & Vehicles,medium,low,6,298
UCSl2l9YLN-_uufEUW1VOLUw,13232,3828013,169,22,People & Blogs,medium,low,32,1267
UC7DCYhQysHzdoC1n9gIkFhQ,13235,336094,215,22,People & Blogs,low,low,8,1135
UCIkHBY5O5b_nYOWvDsVatHA,13237,1522945,63,24,Entertainment,medium,low,3,1427
UCK6uViytgtuV8F66w2EHd9A,13239,484015,72,28,Science & Technology,low,low,2,3203
UCg047Rn6uwSE3-WyGO1kJfA,13246,974119,232,24,Entertainment,low,low,16,389
UCmj6PZkPPOwvKUxlKa29j1A,13254,1260733,261,10,Music,medium,low,1,-12978
UCupzSGgyl3LlO_vnYFLISog,13261,1654777,13,22,People & Blogs,medium,low,1,465
UCle5CfPN1fY5xxaZgc9Io0Q,13273,1975881,82,10,Music,medium,low,2,1750
UCtS0If5WSov7TxhRXe8yLlQ,13277,809258,120,27,Education,low,low,1,-13186
UC7Dc4RT5ESgpD4VP2VPulIA,13280,560725,42,22,People & Blogs,low,low,2,114
UCrDsn614zw32Tao_Y38xLWA,13280,350346,33,27,Education,low,low,1,4490
UC9dMb9OdB0LecJfbeIsv0Tw,13281,2368699,388,27,Education,medium,low,13,1159
UC1BCIquU4oyLOmXNjY2Pswg,13293,7716295,14,2,Autos & Vehicles,medium,low,1,958
UC-PLG1ENeQbKbmhNPdYn3Ww,13296,497022,94,27,Education,low,low,5,9378
UCmuljSiNJpRiiNwZ33U9FCw,13297,2688744,584,27,Education,medium,low,6,813
UC0Ax6EVYS6xaIS4h2yzfhpA,13300,5233736,350,10,Music,medium,low,1,479
UC7wHMnwgzY11p6-6sp4njrQ,13317,999159,1067,27,Education,low,medium,162,2613
UCPbn7SfHy_lISHCjblWv0sw,13320,2394495,53,28,Science & Technology,medium,low,1,526
UCN7-mQZRg7I_SqicnReLj9g,13321,3551176,324,10,Music,medium,low,30,1400
UCaZ4IHGC_2Io5ISOpB46N0A,13334,68995,160,24,Entertainment,low,low,13,-45
UCeQEqhb-8i3fmIjKFESog2g,13334,1473371,144,27,Education,medium,low,4,633
UCwGBFqhnzX_u9hXZo-xPVwA,13335,2473104,57,24,Entertainment,medium,low,2,2398
UCV2s7mgMMy3hJG65H3G2FBQ,13338,2973248,14,10,Music,medium,low,4,1651
UCm4I-FXH90nyorGuQLBBPNQ,13338,2950097,24,10,Music,medium,low,1,1433
UCv3l1vMmH_5IZYshZRVLbrw,13343,801735,175,28,Science & Technology,low,low,6,1490
UCWAyF6rbJ23rkDvwrHFc5ag,13351,648577,488,28,Science & Technology,low,low,1,4000
UCfOsKIPrShwVpdd_OjMzV4g,13352,696379,113,2,Autos & Vehicles,low,low,1,6152
UChpBfBBw7bjr18WVC4C3rYg,13352,4457697,283,10,Music,medium,low,8,1441
UChYNFpO3CUvGyY1Jstj8ZVQ,13352,1982349,413,10,Music,medium,low,1,3856
UCgjeE8DYN6BB-ecri29T5GA,13371,120903,70,22,People & Blogs,low,low,13,28
UCNT-BIpHq5AxAgI1J7JCHRA,13373,2108748,25,10,Music,medium,low,1,8738
UCn8jJQUJkUTHDqnn0D6bH0w,13375,3496105,292,10,Music,medium,low,2,38417
UCy_ibpbm7AT9gBBSeriIsfQ,13376,1018998,58,10,Music,medium,low,5,7842
UCKx1EXj-8usAHdSQBwESxLA,13376,7596322,119,22,People & Blogs,medium,low,1,-8
UCUQyNb_3raopaa0i6G1odRQ,13391,4094526,33,19,Travel & Events,medium,low,18,254
UCdF_lhxbUa_hhJTxxwcOBvQ,13411,2876493,306,24,Entertainment,medium,low,1,515
UCyM9nR-7MZ2_PlbsKqX0GNQ,13415,5852847,213,28,Science & Technology,medium,low,1,1326
UCWzhRZcymPZvNcRv_LnUHjw,13415,2486310,254,26,Howto & Style,medium,low,2,2243
UCNW2nkxgZKMXOs7CUrgM_2A,13442,2553567,462,10,Music,medium,low,21,1800
UCh9RNJ3yiqkpRLAX55s7vAQ,13445,1999825,139,22,People & Blogs,medium,low,7,751
UCiqZO5xq7igTiN2Byx44gpA,13446,880794,13,22,People & Blogs,low,low,3,6652
UCkXj2pY6fkDI_VXF1U2VHLA,13447,385871,227,25,News & Politics,low,low,7,1545
UCi7DXszd3IJtYi07133hQyQ,13451,2590722,39,24,Entertainment,medium,low,1,2644
UCsgy8I2KPDfR0vi77ze5X1w,13455,3089898,222,10,Music,medium,low,6,457
UC1zeB-cBXwEq8Y_wo2lLkfg,13456,667565,125,28,Science & Technology,low,low,1,7098
UC4xOXpC90Y0bma8HHgjrBew,13464,1178583,69,28,Science & Technology,medium,low,2,1162
UCPG2inPnpT10pkrg_BjAkQQ,13464,909292,174,27,Education,low,low,1,25149
UCBEGs70FtNUAlzcJYI9Xx0g,13469,2843208,108,17,Sports,medium,low,7,11379
UC2XcxEiqpiYDhsQezZN1hSQ,13472,550357,182,27,Education,low,low,2,14
UCA4HP4qxPt9a0AnvDBs2qwg,13484,1711543,123,28,Science & Technology,medium,low,29,1053
UC7xCozKOVFdCZRV7gclrM6A,13485,609917,313,27,Education,low,low,7,661
UC7228Np1ixCXpzO_EDDTy3g,13489,478752,187,27,Education,low,low,4,397
UCo2H8I8_V4FUQPY6RgdNSYQ,13491,2563747,1410,24,Entertainment,medium,medium,31,937
UCGg_2DbqdwB-RYAvo7qpNDQ,13496,1336489,66,22,People & Blogs,medium,low,1,1058
UChMaY1BreM3aLV0GTcf0FrQ,13503,1535728,7,10,Music,medium,low,1,1828
UC9j6m3yoqpd_k5K807KaQRg,13505,2262007,30,10,Music,medium,low,2,2587
UCPXE-BGeH2ogNuiQoSSnzoQ,13511,2222777,309,24,Entertainment,medium,low,1,381
UCqZ7anDzDSZ2eez5S8U_sNw,13513,3200759,489,20,Gaming,medium,low,15,14
UCdta60bMcl89tqrfgEDwDNw,13534,1962363,446,28,Science & Technology,medium,low,33,1660
UCsfDd7InAFAEiW7hQDDqi7A,13540,1984471,24,24,Entertainment,medium,low,1,2244
UCHXJfQJ_RI8i6pFU8t4JC9w,13555,543940,37,17,Sports,low,low,1,640
UC3jdR_gybsGfVTDrtQz7izQ,13565,2379262,168,10,Music,medium,low,18,1957
UCtGLrdJjtwUD2qEvIHm8QNg,13567,1271024,1631,22,People & Blogs,medium,medium,65,2467
UCJGP0rXdQybv_z7vzcn4bLw,13571,2968266,854,10,Music,medium,low,47,957
UC3ELKk06N4Yc8JK_CGADhOg,13580,5210252,48,24,Entertainment,medium,low,4,79
UC23v3gGUwFSslufLfXFgATg,13601,2775762,968,10,Music,medium,low,1,93
UC3vVvdsyFIgGseuTG6n6DEA,13608,1967898,212,22,People & Blogs,medium,low,1,2739
UCEHZeAjdkSE3vHzQ0ntdKRA,13608,517819,285,24,Entertainment,low,low,1,11254
UCI85yPXX-xzdeS-pHvzgFCg,13612,911627,60,22,People & Blogs,low,low,2,561
UC-zHBMMYiBDfxmz1xI0cwrA,13621,980900,244,26,Howto & Style,low,low,17,1368
UCZKuHOPeCMEEnechJ7vpeOA,13631,440468,43,10,Music,low,low,1,5233
UCtrZ2EYLdLVR9G1eKCfN4pg,13632,1014342,674,25,News & Politics,medium,low,1,5938
UCCC-C6TS0MG31NnRJuiCmYQ,13645,3567793,51,10,Music,medium,low,1,1819
UCITBrtvDaIf0lC-7Ns3dXvA,13650,2945961,319,28,Science & Technology,medium,low,11,1498
UC85XXb9qwNP3_BsSG7hiHPA,13653,390864,125,23,Comedy,low,low,4,51
UC8DgBe4JsAjnxZw9KgQkBGQ,13663,1025092,913,22,People & Blogs,medium,low,3,926
UCbdkRhnVGir2-YWKHHnq9JA,13663,245380,8,27,Education,low,low,1,385
UCLVECJWnapbCQ3FokW19cFQ,13664,333556,80,28,Science & Technology,low,low,1,665
UCmSNTB6enMky8E2d6AuBqdA,13667,2296177,112,25,News & Politics,medium,low,2,4246
UCI7HOar_WGALPVqLfLC1A1g,13677,2214792,80,28,Science & Technology,medium,low,1,1089
UCO9OEhDMyeFMQWFkWg2OvPg,13683,1876035,72,19,Travel & Events,medium,low,1,2149
UCeS5pJ7iPNSDu2zZRNVPsNw,13688,2179710,57,28,Science & Technology,medium,low,2,58
UChOw8Rcbhycy_v3nWQxnT4Q,13703,935382,119,27,Education,low,low,2,1751
UC0n9UxIqxMkwtdxOg0QawWw,13705,1542425,39,10,Music,medium,low,2,1312
UCal-9273u6b_JGExdSO-5-g,13707,2595049,193,20,Gaming,medium,low,1,2785
UC7K1WW-GOwv5pIHcD4dgAaw,13709,6517712,28,19,Travel & Events,medium,low,1,572
UC4WKsWWrpilwRr20FPblDDw,13711,228803,148,22,People & Blogs,low,low,8,897
UCvhP1UgvS3BgG56pSfvGoTQ,13716,888041,125,22,People & Blogs,low,low,1,1133
UCq8dmBMtXBC2IStGS0Lx8wQ,13737,4483052,1254,25,News & Politics,medium,medium,141,768
UCTcJsKaqxhUbgW7AYWc1-YA,13738,3410577,42,10,Music,medium,low,1,791
UCfDgYCfmimNN8feEdMmMzCQ,13742,1209563,119,27,Education,medium,low,5,595
UCdJCW4JRmJVdx4X2nx6uNrQ,13744,650539,307,10,Music,low,low,4,2523
UCQTzBdTWcSbClVZuRgnzDdg,13745,1174632,259,25,News & Politics,medium,low,24,4426
UC4AUFu_5VgBQbfI5ebU_8jw,13758,4623060,374,28,Science & Technology,medium,low,6,273
UCFOt6tkKDRbqTfHoy7u4a3w,13765,786523,75,27,Education,low,low,2,493
UCGHRR63H7smmUKUPk6yFdYw,13766,3419034,2036,24,Entertainment,medium,medium,87,144
UCdzs2lAm0hEEooYIzlr7Fhg,13768,1831017,338,26,Howto & Style,medium,low,1,1020
UCL51JZY_Rf5Y7hBQ25L0_Mg,13772,1465048,36,24,Entertainment,medium,low,1,24516
UCbrwv8yeh-b4E-8XI4rPVzA,13773,5364543,5511,25,News & Politics,medium,medium,1,2777
UCMeLKkTY8HBlTLd7DXIKQHQ,13774,2860492,914,10,Music,medium,low,51,3691
UCSPRaj02_3snx0We4QT3k9A,13779,163991,61,28,Science & Technology,low,low,2,3181
UCSMrCr8ChY1TksS3GsEiWFA,13794,2083174,105,24,Entertainment,medium,low,1,79
UC95C8jFvC1EHBmHm0weyoog,13802,1446735,44,24,Entertainment,medium,low,4,629
UCh8b15DyN_VZrIB-ymrXS2w,13805,1078813,9,26,Howto & Style,medium,low,15,840
UCSsKUZ43LXnYfFbBxba5QMw,13813,171699,92,20,Gaming,low,low,1,2196
UCzPqOBVG2vcG5qQM6uexELw,13817,1838121,39,28,Science & Technology,medium,low,1,516
UCtxisaEV5NbHtK0RO0dEN-w,13821,1687336,880,27,Education,medium,low,1,247
UC172zNnp04eiWd6-6qgXB9w,13825,2154600,7,24,Entertainment,medium,low,1,15016
UClKTUCeZ8nJLnrUIdIKrfJg,13835,1525489,251,22,People & Blogs,medium,low,91,7615
UCTtCpK8i73fYlSZqw_vB52g,13837,820070,18,22,People & Blogs,low,low,1,1024
UCFMVhoLUE2KZuC_27E2OhqQ,13844,825647,72,24,Entertainment,low,low,1,956
UCknf8lvwowJop-zsh_yBTkw,13850,2255465,176,15,Pets & Animals,medium,low,4,2154
UC0qKA7PHkjIH3KhYI-PVL9Q,13853,1655079,125,24,Entertainment,medium,low,2,2990
UCjWRXYCzqD9LeQVWSnQQxwA,13854,821887,87,28,Science & Technology,low,low,6,924
UCx4L_vNLe535kUGln476EDQ,13855,930282,25,22,People & Blogs,low,low,2,4160
UC2AFc-uJLwmMaCj74WZzHlQ,13860,2982811,23,22,People & Blogs,medium,low,1,416
UCCINs6HJobTmkgb5w5jrCcg,13876,5669471,1322,28,Science & Technology,medium,medium,97,155
UCezo-S_u2D7lLacd3q3-zfA,13876,2424906,571,25,News & Politics,medium,low,1,1484
UCriLHxqX0gDGzEvo0ZALVvQ,13878,1342073,45,20,Gaming,medium,low,1,5548
UCiKTBhAXEv900KMEmI3lnmg,13893,3761678,131,22,People & Blogs,medium,low,5,1564
UClet94FTRH9Q9R3PQ8VNkfA,13897,4510890,60,24,Entertainment,medium,low,4,1908
UCVpQu-RMiY3LVjSHyLhFJVw,13900,2170610,253,17,Sports,medium,low,6,186
UC2sqrlwzDUNyV3ldFfPMpaw,13912,559722,19,22,People & Blogs,low,low,1,473
UC2h00DWzlwONRpYSlLhGsKg,13913,3477021,2454,27,Education,medium,medium,57,1124
UCdwTV8v1MUX6gvn0Y4Fmk6Q,13914,786168,69,22,People & Blogs,low,low,16,566
UCDubuwIRXExBF0zVaodTYIw,13917,3681406,389,24,Entertainment,medium,low,19,1909
UCWFztYKlPDLC9JsY1hyOfpQ,13921,928985,39,22,People & Blogs,low,low,3,5720
UCi02hifJDhqM1eAG3ixK1ZQ,13923,1133654,24,10,Music,medium,low,4,10142
UCtO6RppT1z-lNWZn7S3-xpg,13928,1199395,183,25,News & Politics,medium,low,72,4301
UC8ODbC4YHDxWHIq_oEyUPaA,13933,2482209,212,26,Howto & Style,medium,low,1,309
UCG1QbWndL4v2SsYE-s4H8LA,13938,902770,197,10,Music,low,low,1,74154
UCMjmDbRUsubvv8VD1wWqkJg,13939,4051092,430,24,Entertainment,medium,low,3,1418
UCRETJod8FqN54jOd6cdQtpg,13940,3910621,851,25,News & Politics,medium,low,1,644
UCrdJkO9dmwZBH18D_lagN0A,13952,1548151,83,2,Autos & Vehicles,medium,low,1,1033
UCtPrgc2F29vRaHpU7lSLkzA,13958,550562,263,27,Education,low,low,1,3333
UC3ZXvhpmASIM4FkIoler59A,13961,2112070,194,22,People & Blogs,medium,low,1,6218
UC6LMNVnr7i6U0hH94ZAAwog,13966,4108789,208,22,People & Blogs,medium,low,1,208
UC2NJ1_YokmyWeKK9h-XC05Q,13975,3228138,116,24,Entertainment,medium,low,1,1042
UCtil34wCdXlOTmewTgIT2Xg,13977,2595253,131,19,Travel & Events,medium,low,19,2036
UC77U-ugB8M1GbJvH20G8iVg,13981,1188982,163,23,Comedy,medium,low,5,-6
UC3daRQHN38ivIe_OoowOPSA,13992,714520,79,24,Entertainment,low,low,2,1848
UCaIKpPE_IvhmrBoZFVbj-7g,14006,4923072,223,26,Howto & Style,medium,low,14,56
UCB-7bKOJWhq110u28X87GBg,14007,312925,15,1,Film & Animation,low,low,1,859
UCASroHPztXaN3AWVAJFYisA,14022,704572,29,24,Entertainment,low,low,1,66
UCFMMeLQQr6a9BMToLJE5-gQ,14024,33471,61,19,Travel & Events,low,low,1,2637
UCbIlD8cnTEsOsfh7ogTGhmQ,14029,2751631,4,22,People & Blogs,medium,low,1,3933
UCFvEr-H-2biF-AkjXwhYhwQ,14031,2146211,1075,20,Gaming,medium,medium,22,175
UCvqZ9ZrPA5UE3aM9Is6zcUg,14037,1292424,41,22,People & Blogs,medium,low,3,6900
UCIp_CXSjqKWtKeGKjAK-Yfg,14052,1928868,96,27,Education,medium,low,66,1091
UC0YOCY7cHCN0tOWOZmms8rg,14058,880334,53,22,People & Blogs,low,low,1,3707
UCIZXZFDwomCnzxBJoprwydw,14062,639713,1544,24,Entertainment,low,medium,1,13
UCt0PltH8gruw_UXU4g_O7_A,14068,1937819,89,22,People & Blogs,medium,low,3,407
UC5VpcEcw3oZBnQX01-OzQmw,14068,2739492,49,24,Entertainment,medium,low,1,1422
UCuv7VDHLfKpzUEh2nj_7L0w,14069,2950872,174,25,News & Politics,medium,low,1,1534
UCmUjafnIVgUtgZP3LgNiH3A,14069,1598518,446,27,Education,medium,low,12,2495
UCArGHMMivzzTxC7O9MfZ4hQ,14078,3372161,332,22,People & Blogs,medium,low,14,903
UCpzcVia-DTcVDF9-B06F-eA,14084,1674998,56,10,Music,medium,low,7,691
UCKcWcHJetBvADV5KvLDWD8w,14085,6674963,697,27,Education,medium,low,28,839
UCTyrbA1nYiRV8R1T48cnoHw,14093,7486213,206,26,Howto & Style,medium,low,9,1341
UC0T2z1EPBnIhNsUQKMXxUeg,14113,2821451,116,10,Music,medium,low,2,128
UCkNgq0mziZ9nUXat175wYHA,14121,3991484,77,25,News & Politics,medium,low,9,943
UCpOY8TROCRHAV-0W8Zm81zg,14126,1469864,142,22,People & Blogs,medium,low,2,172
UC21ZKnAFLIc57Sgj0VtDK7g,14133,1480353,56,22,People & Blogs,medium,low,1,2879
UCWPWqDQ34W1HME0OkjxSeBg,14135,1974889,45,24,Entertainment,medium,low,2,8658
UCoT21hKtBz4yoWAfqGOSI-w,14153,465589,131,19,Travel & Events,low,low,1,3158
UCqYMp97ykeUuoJ051vpejXg,14155,810614,814,27,Education,low,low,53,970
UCCrErXZTZ_H0lFPHwIBAIBg,14162,930099,290,26,Howto & Style,low,low,2,1295
UC-0-iynwWf6FNv70n0w22lQ,14164,1422141,45,26,Howto & Style,medium,low,1,1185
UC1UFBDEX1hOpSca45kdw1KQ,14170,965208,136,26,Howto & Style,low,low,2,1862
UCItFDCVwQceQWSRLCbOoDyQ,14181,2589753,212,22,People & Blogs,medium,low,5,1465
UCwkt76bv61enXvz_hwKl5lw,14206,2344993,45,28,Science & Technology,medium,low,2,580
UCRMfKV1hCsgoaU_fCLPVd7w,14231,972499,436,27,Education,low,low,16,1718
UCJKRNJznKeXwpbDOdkY5qMw,14232,1083434,98,27,Education,medium,low,7,258
UCNeaIQ3UCokz2Dq5kXD8QCg,14235,1427634,50,27,Education,medium,low,1,806
UCfWTdmzzsgyzqsHZz8PcYtw,14240,3994733,8,1,Film & Animation,medium,low,2,832
UCbSx0S8KLwanzGzEv8DUmIw,14240,1929180,2960,1,Film & Animation,medium,medium,122,617
UCBcVDRPtXemv9vC5fhWW-Kg,14240,2447460,122,1,Film & Animation,medium,low,1,28762
UC1pR0vhO_jGQyBvNN30Sphg,14255,584058,90,22,People & Blogs,low,low,2,0
UCbq544I2cTyvcrZwmnSIj9Q,14267,665248,69,22,People & Blogs,low,low,5,29117
UCLyQ1KLWr8cWK9xWKrSnl3Q,14273,542097,47,27,Education,low,low,4,17091
UCZKxi4u32g0rygWQHCwxnlA,14282,3524431,194,24,Entertainment,medium,low,1,380
UCJSHQK1VfCBtuNN5OsT6QMA,14292,2662021,814,24,Entertainment,medium,low,1,1044
UChUY_lGbBoGVBm_VVkCNYEA,14300,9640543,3446,22,People & Blogs,medium,medium,280,501
UCbwShVt1-2xT_r612L535mQ,14318,1339163,419,10,Music,medium,low,1,598
UCoEh8QtCcCwQFjKFJwaZLLQ,14319,11644,5,1,Film & Animation,low,low,4,9
UCf4yrMHx7rBZkzvvj00NZHA,14320,1053408,94,2,Autos & Vehicles,medium,low,1,4769
UCrvFVWAno7asZ9yOslmMRHQ,14327,2655963,20,15,Pets & Animals,medium,low,1,2040
UCgGM_ctAMsDfbGW6XPO2vtA,14328,469601,53,27,Education,low,low,1,127
UC5cZjT-IwVccGmGfQZdKj_A,14329,1762751,31,2,Autos & Vehicles,medium,low,1,3062
UCvCJazJG2uGQzyTrgswq2EQ,14335,5926602,193,27,Education,medium,low,1,2262
